path,item_id,ds_name
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240116_230040_2.1_16.7.wav,VID_20240116_230040_2.1_16.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240116_230132_3.3_18.8.wav,VID_20240116_230132_3.3_18.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192534_2.1_9.6.wav,VID_20240118_192534_2.1_9.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192657_4.7_11.4.wav,VID_20240118_192657_4.7_11.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192734_4.3_17.5.wav,VID_20240211_192734_4.3_17.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192808_2.7_10.7.wav,VID_20240211_192808_2.7_10.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192827_2.1_12.4.wav,VID_20240118_192827_2.1_12.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240131_201606_3.2_13.4.wav,VID_20240131_201606_3.2_13.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192925_2.3_19.3.wav,VID_20240211_192925_2.3_19.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193002_2.7_24.5.wav,VID_20240211_193002_2.7_24.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_221233_1.4_24.3.wav,VID_20240118_221233_1.4_24.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193244_2.6_11.9.wav,VID_20240211_193244_2.6_11.9,PouringLiquidsData
