path,item_id,ds_name
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240116_230040_2.1_16.7.wav,VID_20240116_230040_2.1_16.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192544_2.3_13.9.wav,VID_20240211_192544_2.3_13.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192614_2.3_14.1.wav,VID_20240211_192614_2.3_14.1,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192450_3.2_16.6.wav,VID_20240118_192450_3.2_16.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192642_1.9_9.8.wav,VID_20240211_192642_1.9_9.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192534_2.1_9.6.wav,VID_20240118_192534_2.1_9.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192710_2.1_9.9.wav,VID_20240211_192710_2.1_9.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192657_4.7_11.4.wav,VID_20240118_192657_4.7_11.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192734_4.3_17.5.wav,VID_20240211_192734_4.3_17.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192737_2.7_12.0.wav,VID_20240118_192737_2.7_12.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192808_2.7_10.7.wav,VID_20240211_192808_2.7_10.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_192827_2.1_12.4.wav,VID_20240118_192827_2.1_12.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192841_2.2_20.2.wav,VID_20240211_192841_2.2_20.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240131_201606_3.2_13.4.wav,VID_20240131_201606_3.2_13.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192925_2.3_19.3.wav,VID_20240211_192925_2.3_19.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193002_2.7_24.5.wav,VID_20240211_193002_2.7_24.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_221233_1.4_24.3.wav,VID_20240118_221233_1.4_24.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193048_2.8_19.0.wav,VID_20240211_193048_2.8_19.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193123_3.0_18.8.wav,VID_20240211_193123_3.0_18.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193158_3.7_24.6.wav,VID_20240211_193158_3.7_24.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193244_2.6_11.9.wav,VID_20240211_193244_2.6_11.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240118_221603_2.8_32.9.wav,VID_20240118_221603_2.8_32.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193309_2.8_11.3.wav,VID_20240211_193309_2.8_11.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240122_000736_2.2_9.2.wav,VID_20240122_000736_2.2_9.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193333_3.4_16.8.wav,VID_20240211_193333_3.4_16.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240122_000912_1.7_5.4.wav,VID_20240122_000912_1.7_5.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193410_3.1_11.9.wav,VID_20240211_193410_3.1_11.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240122_000938_2.3_22.4.wav,VID_20240122_000938_2.3_22.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193436_2.0_6.3.wav,VID_20240211_193436_2.0_6.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193454_2.9_11.0.wav,VID_20240211_193454_2.9_11.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240122_001042_3.0_14.5.wav,VID_20240122_001042_3.0_14.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_193519_3.3_12.5.wav,VID_20240211_193519_3.3_12.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240122_001417_2.3_15.3.wav,VID_20240122_001417_2.3_15.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240131_200157_9.9_25.4.wav,VID_20240131_200157_9.9_25.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240131_200305_6.6_28.6.wav,VID_20240131_200305_6.6_28.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240131_200635_2.9_18.3.wav,VID_20240131_200635_2.9_18.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204048_2.2_11.7.wav,VID_20240211_204048_2.2_11.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204115_2.6_15.0.wav,VID_20240211_204115_2.6_15.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204153_2.8_10.5.wav,VID_20240211_204153_2.8_10.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204218_2.8_11.5.wav,VID_20240211_204218_2.8_11.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204242_2.3_11.8.wav,VID_20240211_204242_2.3_11.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204307_1.9_15.9.wav,VID_20240211_204307_1.9_15.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204339_3.3_17.0.wav,VID_20240211_204339_3.3_17.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_192516_2.4_12.8.wav,VID_20240211_192516_2.4_12.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204459_2.4_10.2.wav,VID_20240211_204459_2.4_10.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204553_3.4_19.2.wav,VID_20240211_204553_3.4_19.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240211_204627_3.1_11.9.wav,VID_20240211_204627_3.1_11.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_005847_3.5_31.2.wav,VID_20240221_005847_3.5_31.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_005943_2.9_25.5.wav,VID_20240221_005943_2.9_25.5,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010206_3.9_30.7.wav,VID_20240221_010206_3.9_30.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010303_2.8_26.1.wav,VID_20240221_010303_2.8_26.1,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010407_4.0_9.6.wav,VID_20240221_010407_4.0_9.6,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010605_4.2_9.3.wav,VID_20240221_010605_4.2_9.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010631_4.1_10.3.wav,VID_20240221_010631_4.1_10.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010655_3.8_7.9.wav,VID_20240221_010655_3.8_7.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010717_3.3_9.4.wav,VID_20240221_010717_3.3_9.4,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010753_4.8_11.8.wav,VID_20240221_010753_4.8_11.8,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010858_3.8_9.9.wav,VID_20240221_010858_3.8_9.9,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_010924_3.6_9.3.wav,VID_20240221_010924_3.6_9.3,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_011011_3.2_20.0.wav,VID_20240221_011011_3.2_20.0,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_011131_3.3_16.2.wav,VID_20240221_011131_3.3_16.2,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_011229_3.7_15.7.wav,VID_20240221_011229_3.7_15.7,PouringLiquidsData
/scratch/shared/beegfs/piyush/datasets/PouringLiquidsData/resized_clips_wav/VID_20240221_011257_2.6_13.3.wav,VID_20240221_011257_2.6_13.3,PouringLiquidsData
